{cycles = 0xe9f6a9e, diff_cycles = 0x1, operation = 0x80282ec "Reset usbBuffers", preempted_program_pointer = 0x801ab86, epnum = 0x2, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x16, adj_usb_buff = 0x0, usb_buff = 0x16, dma_pos_at_usb = 0xa, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x1
{cycles = 0xe9f52a4, diff_cycles = 0x16e04, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8016e86, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f52f9, diff_cycles = 0x16e59, operation = 0x8027638 "Write usbBuffers", preempted_program_pointer = 0x0, epnum = 0x2, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x8f, dma_pos_at_usb = 0x7, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f52fc, diff_cycles = 0x16e5c, operation = 0x80286e8 "Audio Processing end", preempted_program_pointer = 0x0, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f531e, diff_cycles = 0x16e7e, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c74, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5321, diff_cycles = 0x16e81, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c74, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f539b, diff_cycles = 0x16efb, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c7e, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f539d, diff_cycles = 0x16efd, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c7e, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f53a4, diff_cycles = 0x16f04, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c7e, epnum = 0x30, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f53a6, diff_cycles = 0x16f06, operation = 0x802745c "GRXSTSP", preempted_program_pointer = 0x8007c7e, epnum = 0x2, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f53a8, diff_cycles = 0x16f08, operation = 0x8027464 "RXFLVL", preempted_program_pointer = 0x8007c7e, epnum = 0x6, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f53ad, diff_cycles = 0x16f0d, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c7e, epnum = 0x30, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f53af, diff_cycles = 0x16f0f, operation = 0x802745c "GRXSTSP", preempted_program_pointer = 0x8007c7e, epnum = 0x3, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f53b1, diff_cycles = 0x16f11, operation = 0x802747c "XFRC", preempted_program_pointer = 0x8007c7e, epnum = 0x6, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f53b5, diff_cycles = 0x16f15, operation = 0x8027628 "Feedback OUT", preempted_program_pointer = 0x8007c7e, epnum = 0x1, is_in = 0x0, diff_usb = 0x1, expected_buff = 0x1c, adj_usb_buff = 0x1d, usb_buff = 0x1d, dma_pos_at_usb = 0x10, buffer_processed_flag = 0x1, dma_isr_flag = 0x0, available_data_for_processing = 0x30, usb_available_lock = 0x0
{cycles = 0xe9f53ba, diff_cycles = 0x16f1a, operation = 0x8027638 "Write usbBuffers", preempted_program_pointer = 0x8007c7e, epnum = 0x1, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x4d, dma_pos_at_usb = 0x11, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f53be, diff_cycles = 0x16f1e, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c7e, epnum = 0x20, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5418, diff_cycles = 0x16f78, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007d88, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f541a, diff_cycles = 0x16f7a, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007d88, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5495, diff_cycles = 0x16ff5, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c72, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5497, diff_cycles = 0x16ff7, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c72, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5512, diff_cycles = 0x17072, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c82, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5514, diff_cycles = 0x17074, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c82, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f558f, diff_cycles = 0x170ef, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c6a, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5591, diff_cycles = 0x170f1, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c6a, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f560c, diff_cycles = 0x1716c, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c54, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f560e, diff_cycles = 0x1716e, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c54, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f563e, diff_cycles = 0x1719e, operation = 0x8028528 "Audio Processing start", preempted_program_pointer = 0x0, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5642, diff_cycles = 0x171a2, operation = 0x8027618 "Read usbBuffers", preempted_program_pointer = 0x0, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5647, diff_cycles = 0x171a7, operation = 0x8027618 "Read usbBuffers", preempted_program_pointer = 0x0, epnum = 0x1, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x1d, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5689, diff_cycles = 0x171e9, operation = 0x8027458 "IT", preempted_program_pointer = 0x8016e7e, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f568c, diff_cycles = 0x171ec, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8016e7e, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f56e1, diff_cycles = 0x17241, operation = 0x8027638 "Write usbBuffers", preempted_program_pointer = 0x0, epnum = 0x2, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x8f, dma_pos_at_usb = 0x7, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f56e4, diff_cycles = 0x17244, operation = 0x80286e8 "Audio Processing end", preempted_program_pointer = 0x0, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5707, diff_cycles = 0x17267, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007f56, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5709, diff_cycles = 0x17269, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007f56, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5783, diff_cycles = 0x172e3, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c82, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5785, diff_cycles = 0x172e5, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c82, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f578b, diff_cycles = 0x172eb, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c6c, epnum = 0x30, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f578d, diff_cycles = 0x172ed, operation = 0x802745c "GRXSTSP", preempted_program_pointer = 0x8007c6c, epnum = 0x2, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f578f, diff_cycles = 0x172ef, operation = 0x8027464 "RXFLVL", preempted_program_pointer = 0x8007c6c, epnum = 0x6, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5794, diff_cycles = 0x172f4, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c6c, epnum = 0x30, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5796, diff_cycles = 0x172f6, operation = 0x802745c "GRXSTSP", preempted_program_pointer = 0x8007c6c, epnum = 0x3, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5798, diff_cycles = 0x172f8, operation = 0x802747c "XFRC", preempted_program_pointer = 0x8007c6c, epnum = 0x6, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f579c, diff_cycles = 0x172fc, operation = 0x8027628 "Feedback OUT", preempted_program_pointer = 0x8007c6c, epnum = 0x1, is_in = 0x0, diff_usb = 0x1, expected_buff = 0x1c, adj_usb_buff = 0x1d, usb_buff = 0x1d, dma_pos_at_usb = 0x10, buffer_processed_flag = 0x1, dma_isr_flag = 0x0, available_data_for_processing = 0x30, usb_available_lock = 0x0
{cycles = 0xe9f57a1, diff_cycles = 0x17301, operation = 0x8027638 "Write usbBuffers", preempted_program_pointer = 0x8007c6c, epnum = 0x1, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x4d, dma_pos_at_usb = 0x11, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f57a4, diff_cycles = 0x17304, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c6c, epnum = 0x20, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5800, diff_cycles = 0x17360, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c72, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5802, diff_cycles = 0x17362, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c72, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f587d, diff_cycles = 0x173dd, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c72, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f587f, diff_cycles = 0x173df, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c72, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f58fa, diff_cycles = 0x1745a, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007d92, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f58fc, diff_cycles = 0x1745c, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007d92, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5977, diff_cycles = 0x174d7, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007f56, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5979, diff_cycles = 0x174d9, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007f56, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f59f4, diff_cycles = 0x17554, operation = 0x8027458 "IT", preempted_program_pointer = 0x8007c74, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f59f6, diff_cycles = 0x17556, operation = 0x80274ec "SOF", preempted_program_pointer = 0x8007c74, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5a26, diff_cycles = 0x17586, operation = 0x8028528 "Audio Processing start", preempted_program_pointer = 0x0, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5a2a, diff_cycles = 0x1758a, operation = 0x8027618 "Read usbBuffers", preempted_program_pointer = 0x0, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5a2f, diff_cycles = 0x1758f, operation = 0x8027618 "Read usbBuffers", preempted_program_pointer = 0x0, epnum = 0x1, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x1d, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5a71, diff_cycles = 0x175d1, operation = 0x8027458 "IT", preempted_program_pointer = 0x801a706, epnum = 0x28, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5a73, diff_cycles = 0x175d3, operation = 0x80274ec "SOF", preempted_program_pointer = 0x801a706, epnum = 0x0, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x0, dma_pos_at_usb = 0x0, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
{cycles = 0xe9f5ac9, diff_cycles = 0x17629, operation = 0x8027638 "Write usbBuffers", preempted_program_pointer = 0x0, epnum = 0x2, is_in = 0x0, diff_usb = 0x0, expected_buff = 0x0, adj_usb_buff = 0x0, usb_buff = 0x8f, dma_pos_at_usb = 0x7, buffer_processed_flag = 0x0, dma_isr_flag = 0x0, available_data_for_processing = 0x0, usb_available_lock = 0x0
